# Voltage vs Current for Violet

#! V[f, 0]/ I[f,1]/

3.305 -0.019
3.164 -0.020
2.935 -0.020
2.798 -0.020
2.245 -0.018
1.868 -0.012
1.664 -0.003
1.493 0.013
1.231 0.096
1.128 0.190
1.045 0.320
0.963 0.503
0.889 0.736
0.792 1.128
0.754 1.361
0.708 1.671
0.649 2.04991
0.599 2.53180
0.484 3.84501
0.433 4.83027
0.363 6.09653
0.332 6.65574
0.278 7.48876
0.224 8.27507
0.163 9.21678


