# Voltage vs Current for Blue

#! V[f, 0]/ I[f,1]/

3.303 -0.016
2.956 -0.019
2.599 -0.020
2.390 -0.019
2.055 -0.018
1.148 -0.019
1.464 -0.006
1.273 0.014
1.201 0.033
1.084 0.085
1.026 0.139
0.944 0.247
0.907 0.336
0.854 0.471
0.823 0.573
0.788 0.707
0.750 0.904
0.688 1.187
0.649 1.601
0.613 1.875
0.564 2.378
0.540 2.667
0.504 3.170
0.482 3.610
0.453 4.165
0.412 4.908
0.373 6.008
0.339 6.568
0.296 7.265
0.258 8.045
0.226 8.455
